,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
212,2015 Mahindra XUV500,Manual,W8 FWD Manual,"98,135 km",2nd Owner,Diesel,Rohtak,"₹7,34,899"
213,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"9,870 km",1st Owner,Petrol,Rohtak,"₹5,94,099"
214,2017 Maruti Alto K10,Manual,VXI Manual,"10,019 km",1st Owner,Petrol,Rohtak,"₹3,40,699"
215,2019 Maruti Baleno,Manual,SIGMA 1.2 K12 Manual,"4,396 km",1st Owner,Petrol,Rohtak,"₹5,59,599"
216,2017 Tata TIGOR,Manual,XZ 1.2 REVOTRON OPT Manual,"13,855 km",1st Owner,Petrol,Rohtak,"₹4,81,699"
217,2018 Maruti Vitara Brezza,Manual,VDI OPT Manual,"45,926 km",1st Owner,Diesel,Rohtak,"₹7,36,999"
218,2017 Toyota Innova Crysta,Manual,2.4 GX 7 STR Manual,"89,781 km",1st Owner,Diesel,Rohtak,"₹12,26,699"
219,2020 Maruti Alto,Manual,LXI Manual,916 km,1st Owner,Petrol,Rohtak,"₹3,45,199"
220,2012 Hyundai i10,Manual,MAGNA 1.2 KAPPA2 Manual,"35,462 km",1st Owner,Petrol,Rohtak,"₹2,95,699"
221,2015 Hyundai Eon,Manual,MAGNA PLUS Manual,"45,354 km",1st Owner,Petrol,Rohtak,"₹2,86,799"
222,2011 Hyundai i10,Manual,MAGNA 1.1 IRDE2 Manual,"29,267 km",3rd Owner,Petrol,Rohtak,"₹3,00,499"
223,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"17,058 km",1st Owner,Petrol,Rohtak,"₹4,20,299"
224,2019 Hyundai VENUE,Automatic,1.0 TURBO GDI SX+ AT Automatic,"7,676 km",1st Owner,Petrol,Rohtak,"₹10,30,799"
225,2016 Ford Figo Aspire,Manual,1.2 TREND PETROL Manual,"19,532 km",1st Owner,Petrol,Rohtak,"₹4,01,699"
226,2015 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"39,779 km",1st Owner,Petrol,Rohtak,"₹3,91,999"
227,2014 Maruti Ertiga,Manual,VXI Manual,"47,772 km",1st Owner,Petrol,Rohtak,"₹5,09,599"
228,2017 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"12,308 km",1st Owner,Petrol,Rohtak,"₹4,70,399"
229,2017 Hyundai Grand i10,Manual,SPORTZ O 1.2 Manual,"35,036 km",2nd Owner,Petrol,Rohtak,"₹4,02,399"
230,2016 Hyundai Elite i20,Manual,MAGNA 1.2 Manual,"31,131 km",1st Owner,Petrol,Rohtak,"₹4,97,699"
231,2019 Honda Civic,Automatic,VX CVT i-VTEC Automatic,"15,416 km",1st Owner,Petrol,Rohtak,"₹15,35,999"
232,2014 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"16,795 km",1st Owner,Petrol,Rohtak,"₹3,78,699"
233,2017 Maruti Ciaz,Manual,DELTA 1.3 DDIS SHVS Manual,"65,308 km",1st Owner,Diesel,Rohtak,"₹6,00,899"
234,2013 Toyota Fortuner,Manual,3.0 MT 4X2 Manual,"76,953 km",1st Owner,Diesel,Rohtak,"₹12,82,599"
235,2017 Maruti IGNIS,Manual,ALPHA 1.2 K12 Manual,"34,135 km",1st Owner,Petrol,Rohtak,"₹5,08,499"
236,2017 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"25,306 km",1st Owner,Petrol,Rohtak,"₹4,82,099"
237,2017 Honda City,Manual,VX MT DIESEL Manual,"90,850 km",2nd Owner,Diesel,Rohtak,"₹7,23,399"
238,2017 Maruti Swift Dzire,Manual,VDI BS IV Manual,"45,305 km",1st Owner,Diesel,Rohtak,"₹5,10,899"
239,2017 Maruti Swift,Manual,VXI Manual,"25,626 km",1st Owner,Petrol,Rohtak,"₹5,49,699"
240,2015 Maruti Swift Dzire,Manual,LDI BS IV Manual,"36,616 km",1st Owner,Diesel,Rohtak,"₹3,79,699"
241,2013 Hyundai i20,Manual,MAGNA O 1.2 Manual,"38,212 km",1st Owner,Petrol,Rohtak,"₹4,17,999"
242,2019 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"33,126 km",1st Owner,Petrol,Rohtak,"₹5,93,699"
243,2014 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"63,032 km",1st Owner,Petrol,Rohtak,"₹3,45,099"
244,2018 Maruti Vitara Brezza,Manual,VDI Manual,"82,601 km",1st Owner,Diesel,Rohtak,"₹6,58,499"
245,2020 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"15,096 km",1st Owner,Petrol,Rohtak,"₹6,82,399"
246,2016 Hyundai Elite i20,Manual,1.4 CRDI ASTA (O) Manual,"85,147 km",1st Owner,Diesel,Rohtak,"₹6,14,299"
247,2018 Maruti Vitara Brezza,Manual,VDI Manual,"34,119 km",1st Owner,Diesel,Rohtak,"₹7,06,599"
248,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"15,934 km",1st Owner,Petrol,Rohtak,"₹4,16,199"
249,2018 Maruti Vitara Brezza,Automatic,ZDI AMT Automatic,"54,790 km",1st Owner,Diesel,Rohtak,"₹7,22,499"
250,2018 Tata Tiago,Automatic,XZA 1.2 REVOTRON Automatic,"34,532 km",1st Owner,Petrol,Rohtak,"₹4,73,699"
251,2018 Maruti Swift,Manual,ZXI PLUS AMT Manual,"28,636 km",1st Owner,Petrol,Rohtak,"₹6,13,699"
252,2013 Toyota Etios Liva,Manual,GD Manual,"67,725 km",1st Owner,Diesel,Rohtak,"₹2,99,199"
253,2020 Hyundai NEW SANTRO,Manual,1.1 MAGNA CNG MT Manual,"12,943 km",1st Owner,Petrol + CNG,Rohtak,"₹5,17,299"
254,2019 Hyundai NEW SANTRO,,SPORTZ 1.1,"43,382 km",1st Owner,Petrol,Rohtak,"₹5,04,999"
255,2018 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"13,125 km",1st Owner,Petrol,Rohtak,"₹5,10,599"
256,2015 Maruti Swift,Manual,VDI ABS Manual,"63,600 km",1st Owner,Diesel,Rohtak,"₹4,62,899"
257,2015 Maruti Swift,Manual,VDI ABS Manual,"44,638 km",1st Owner,Diesel,Rohtak,"₹4,24,099"
258,2013 Maruti Swift Dzire,Manual,ZDI Manual,"88,228 km",1st Owner,Diesel,Rohtak,"₹3,75,199"
259,2015 Maruti Swift,Manual,LDI BS IV Manual,"18,206 km",1st Owner,Diesel,Rohtak,"₹4,27,699"
260,2017 Renault Kwid,,CLIMBER 1.0 AT,"11,721 km",1st Owner,Petrol,Rohtak,"₹3,76,399"
261,2020 Maruti Alto,Manual,LXI Manual,"10,060 km",1st Owner,Petrol,Rohtak,"₹3,42,299"
262,2014 Maruti Swift,Manual,VDI ABS Manual,"44,609 km",1st Owner,Diesel,Rohtak,"₹4,52,299"
263,2015 Hyundai Grand i10,Manual,ASTA 1.2 VTVT Manual,"34,300 km",1st Owner,Petrol,Rohtak,"₹4,89,099"
264,2018 Maruti Alto 800,Manual,LXI Manual,"12,083 km",1st Owner,Petrol,Rohtak,"₹3,14,399"
265,2015 Toyota Etios,Manual,GD Manual,"1,56,322 km",1st Owner,Diesel,Rohtak,"₹3,11,099"
266,2014 Maruti Ertiga,Manual,VXI Manual,"60,085 km",2nd Owner,Petrol,Rohtak,"₹4,74,099"
267,2017 Maruti Baleno,Manual,SIGMA 1.2 K12 Manual,"21,663 km",1st Owner,Petrol,Rohtak,"₹4,81,299"
268,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"47,400 km",1st Owner,Petrol,Rohtak,"₹5,57,399"
269,2012 Honda Jazz,Manual,1.2 SELECT I VTEC Manual,"34,660 km",1st Owner,Petrol,Rohtak,"₹3,23,299"
270,2015 Hyundai i10,Manual,SPORTZ 1.1 IRDE2 Manual,"51,180 km",1st Owner,Petrol,Rohtak,"₹3,48,599"
271,2015 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"33,311 km",1st Owner,Petrol,Rohtak,"₹3,68,799"
272,2015 Hyundai Xcent,Manual,SX 1.1 CRDI Manual,"82,808 km",2nd Owner,Diesel,Panipat,"₹3,52,699"
273,2019 Maruti New Wagon-R,Manual,VXI 1.0 Manual,"11,817 km",1st Owner,Petrol,Panipat,"₹4,68,599"
274,2017 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"43,504 km",1st Owner,Petrol,Panipat,"₹5,94,599"
275,2020 Tata ALTROZ,,XE 1.2,"5,477 km",1st Owner,Petrol,Panipat,"₹5,34,099"
276,2014 Fiat Linea,Manual,DYNAMIC 1.3 L ADVANCED MULTIJET Manual,"1,54,683 km",1st Owner,Diesel,Panipat,"₹2,99,899"
277,2015 Maruti Swift,Manual,VDI ABS Manual,"89,196 km",1st Owner,Diesel,Panipat,"₹3,85,999"
278,2017 Maruti Swift,Manual,LXI OPT Manual,"1,00,691 km",1st Owner,Petrol,Panipat,"₹3,85,999"
279,2015 Hyundai Elite i20,Manual,SPORTZ (O) 1.4 Manual,"65,263 km",4th Owner,Diesel,Panipat,"₹4,88,799"
280,2019 Maruti Alto K10,Manual,VXI Manual,"8,574 km",1st Owner,Petrol,Panipat,"₹4,24,599"
281,2020 KIA SELTOS,Manual,HTK 1.5 PETROL Manual,"5,822 km",2nd Owner,Petrol,Panipat,"₹11,59,099"
282,2013 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"74,083 km",1st Owner,Diesel,Panipat,"₹5,86,799"
283,2012 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"54,692 km",2nd Owner,Petrol,Panipat,"₹3,86,599"
284,2016 Maruti Ertiga,Manual,VDI SHVS Manual,"94,362 km",1st Owner,Diesel,Panipat,"₹5,81,399"
285,2019 Mahindra Thar,Manual,CRDE 4X4 BS IV Manual,"13,016 km",1st Owner,Diesel,Panipat,"₹9,55,099"
286,2016 Maruti S Cross,Manual,ZETA 1.3 Manual,"67,158 km",1st Owner,Diesel,Panipat,"₹6,15,899"
287,2016 Ford Figo Aspire,Manual,1.2 TREND PETROL Manual,"31,995 km",1st Owner,Petrol,Panipat,"₹4,49,199"
288,2013 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"1,38,351 km",2nd Owner,Diesel,Panipat,"₹5,47,599"
289,2015 Maruti Swift,Manual,VDI ABS Manual,"56,552 km",1st Owner,Diesel,Panipat,"₹4,89,899"
290,2011 Maruti Alto K10,Manual,VXI Manual,"64,499 km",2nd Owner,Petrol,Panipat,"₹1,76,499"
291,2014 Toyota Fortuner,Manual,3.0 MT 4X2 Manual,"64,625 km",1st Owner,Diesel,Panipat,"₹13,51,399"
292,2017 Maruti Swift,Manual,VXI Manual,"47,863 km",1st Owner,Petrol,Panipat,"₹4,54,699"
293,2016 Maruti Swift,Manual,VDI OPT Manual,"50,453 km",1st Owner,Diesel,Panipat,"₹4,77,399"
294,2016 Hyundai Verna,Automatic,FLUIDIC 1.6 VTVT SX AT Automatic,"27,261 km",1st Owner,Petrol,Panipat,"₹6,35,099"
295,2017 Maruti Dzire,Manual,VDI Manual,"1,09,291 km",1st Owner,Diesel,Panipat,"₹5,53,999"
296,2018 Ford Figo Aspire,Manual,1.2 TITANIUM PETROL Manual,"28,419 km",1st Owner,Petrol,Panipat,"₹5,32,299"
297,2016 Maruti Ciaz,Manual,VXI OPT Manual,"76,459 km",2nd Owner,Petrol,Panipat,"₹5,59,999"
298,2016 Maruti Vitara Brezza,Manual,ZDI Manual,"1,05,991 km",1st Owner,Diesel,Panipat,"₹6,33,799"
299,2012 Toyota Corolla Altis,Manual,D 4D J Manual,"90,080 km",1st Owner,Diesel,Panipat,"₹4,91,899"
300,2015 Maruti Swift,Manual,VDI ABS Manual,"41,525 km",1st Owner,Diesel,Panipat,"₹5,21,299"
301,2014 Ford Ecosport,Manual,1.5 TREND TDCI Manual,"52,406 km",1st Owner,Diesel,Panipat,"₹4,97,399"
302,2016 Maruti Ciaz,Manual,VXI PLUS Manual,"63,494 km",1st Owner,Petrol,Panipat,"₹6,95,399"
303,2015 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"22,140 km",1st Owner,Petrol,Panipat,"₹5,24,199"
304,2020 Maruti New Wagon-R,Manual,LXI 1.0 L Manual,"6,879 km",1st Owner,Petrol,Panipat,"₹4,98,799"
305,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"36,699 km",1st Owner,Petrol,Panipat,"₹3,69,499"
306,2015 Maruti Alto K10,Manual,VXI Manual,"61,716 km",1st Owner,Petrol,Panipat,"₹2,87,099"
307,2014 Hyundai Verna,Manual,FLUIDIC 1.4 CRDI CX Manual,"74,650 km",1st Owner,Diesel,Panipat,"₹5,63,999"
308,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"62,462 km",1st Owner,Petrol,Panipat,"₹4,91,599"
309,2018 Maruti Eeco,Manual,7 STR Manual,"72,019 km",1st Owner,Petrol,Panipat,"₹3,39,699"
310,2018 Maruti Swift,Manual,ZDI + Manual,"21,216 km",1st Owner,Diesel,Panipat,"₹6,38,199"
311,2015 Hyundai Elite i20,Manual,1.4 CRDI ASTA (O) Manual,"71,861 km",2nd Owner,Diesel,Panipat,"₹5,55,999"
312,2017 Maruti Baleno,Automatic,DELTA 1.2 K12 AMT Automatic,"23,537 km",1st Owner,Petrol,Panipat,"₹6,32,899"
313,2018 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"21,676 km",1st Owner,Diesel,Panipat,"₹7,81,599"
314,2018 Maruti Dzire,Manual,VDI Manual,"29,735 km",1st Owner,Diesel,Panipat,"₹6,47,099"
315,2015 Toyota Fortuner,Automatic,3.0 AT 4X2 Automatic,"1,15,431 km",1st Owner,Diesel,Panipat,"₹16,37,699"
316,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"13,973 km",1st Owner,Petrol,Panipat,"₹6,40,599"
317,2018 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"43,051 km",2nd Owner,Petrol,Panipat,"₹5,90,999"
318,2014 Toyota Corolla Altis,Manual,D 4D J Manual,"1,03,033 km",1st Owner,Diesel,Panipat,"₹7,41,199"
319,2015 Maruti Swift,Manual,VDI ABS Manual,"37,925 km",1st Owner,Diesel,Panipat,"₹4,28,999"
320,2020 MG HECTOR,Manual,SHARP HYBIRD PETROL MT Manual,"3,094 km",1st Owner,Petrol,Panipat,"₹17,37,599"
321,2018 Maruti Vitara Brezza,Manual,VDI OPT Manual,"71,192 km",1st Owner,Diesel,Panipat,"₹7,20,399"
322,2016 Audi A3,Automatic,40 TFSI PREMIUM Automatic,"76,786 km",1st Owner,Petrol,Panipat,"₹18,21,199"
323,2019 Maruti Vitara Brezza,Manual,VDI Manual,"38,597 km",1st Owner,Diesel,Panipat,"₹7,62,899"
324,2010 Hyundai i10,Manual,ERA Manual,"80,574 km",3rd Owner,Petrol,Panipat,"₹1,95,299"
325,2018 Maruti Alto 800,Manual,LXI Manual,"33,865 km",1st Owner,Petrol,Panipat,"₹2,83,599"
326,2019 Maruti Vitara Brezza,Manual,VDI Manual,"25,374 km",1st Owner,Diesel,Panipat,"₹8,09,599"
327,2013 Maruti Ertiga,Manual,VDI ABS Manual,"27,420 km",1st Owner,Diesel,Panipat,"₹5,41,699"
328,2017 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"82,907 km",1st Owner,Diesel,Panipat,"₹10,82,399"
329,2018 Hyundai Tucson New,Automatic,2WD AT GL DIESEL Automatic,"58,368 km",1st Owner,Diesel,Panipat,"₹19,87,099"
330,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"20,976 km",1st Owner,Petrol,Panipat,"₹7,29,999"
331,2020 Maruti New Wagon-R,Manual,VXI 1.2L Manual,"8,495 km",2nd Owner,Petrol,Panipat,"₹5,14,799"
332,2013 Ford Ecosport,Manual,1.5 AMBIENTE TDCI Manual,"1,13,857 km",1st Owner,Diesel,Panipat,"₹3,93,799"
333,2016 Maruti Vitara Brezza,Manual,VDI OPT Manual,"98,517 km",1st Owner,Diesel,Panipat,"₹6,85,499"
334,2016 Maruti Vitara Brezza,Manual,ZDI Manual,"70,555 km",2nd Owner,Diesel,Panipat,"₹6,57,499"
335,2013 Toyota Corolla Altis,Manual,D 4D JS Manual,"92,391 km",1st Owner,Diesel,Panipat,"₹4,89,099"
336,2012 Hyundai i20,Manual,SPORTZ 1.4 CRDI Manual,"1,20,951 km",1st Owner,Diesel,Panipat,"₹3,50,499"
337,2015 Maruti Ciaz,Manual,VDI+ SHVS Manual,"1,21,025 km",2nd Owner,Diesel,Panipat,"₹5,04,999"
338,2016 Maruti Vitara Brezza,Manual,ZDI Manual,"54,460 km",1st Owner,Diesel,Panipat,"₹6,80,499"
339,2016 Skoda Superb,Automatic,1.8 TSI LK AT Automatic,"38,718 km",3rd Owner,Petrol,Panipat,"₹16,42,399"
340,2020 Maruti S PRESSO,Manual,VXI Manual,"19,386 km",1st Owner,Petrol,Panipat,"₹4,04,299"
341,2017 Maruti Baleno,Manual,ALPHA DDIS 190 Manual,"76,285 km",2nd Owner,Diesel,Panipat,"₹5,30,699"
342,2018 Maruti Vitara Brezza,Manual,VDI OPT Manual,"60,395 km",1st Owner,Diesel,Panipat,"₹6,83,399"
343,2017 Maruti Baleno,Manual,ZETA DDIS 190 Manual,"69,954 km",1st Owner,Diesel,Panipat,"₹5,21,399"
344,2018 Maruti Vitara Brezza,Manual,VDI Manual,"27,113 km",1st Owner,Diesel,Panipat,"₹7,23,599"
345,2015 Maruti Swift,Manual,VXI Manual,"41,046 km",2nd Owner,Petrol,Panipat,"₹3,98,199"
346,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"34,749 km",1st Owner,Diesel,Panipat,"₹6,89,699"
347,2018 Datsun Redi Go,,1.0 S AT,"21,607 km",1st Owner,Petrol,Panipat,"₹3,49,099"
348,2019 Maruti Alto,Manual,VXI Manual,"13,299 km",1st Owner,Petrol,Panipat,"₹3,58,999"
349,2013 Maruti Swift,Manual,VDI Manual,"76,608 km",1st Owner,Diesel,Panipat,"₹3,54,799"
350,2018 Maruti Vitara Brezza,Automatic,ZDI + AMT Automatic,"28,144 km",1st Owner,Diesel,Panipat,"₹9,35,099"
351,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"79,494 km",1st Owner,Diesel,Panipat,"₹7,10,399"
352,2015 Maruti Swift,Manual,LDI O Manual,"68,276 km",1st Owner,Diesel,Panipat,"₹4,22,699"
353,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"20,990 km",1st Owner,Petrol,Panipat,"₹6,26,699"
354,2020 Maruti S PRESSO,Manual,VXI Manual,"6,030 km",1st Owner,Petrol,Panipat,"₹4,33,799"
355,2018 Maruti Eeco,Manual,7 STR Manual,"18,876 km",2nd Owner,Petrol,Panipat,"₹3,43,799"
356,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"34,527 km",1st Owner,Diesel,Panipat,"₹3,65,399"
357,2014 Maruti Swift,Manual,VDI ABS Manual,"50,211 km",2nd Owner,Diesel,Panipat,"₹4,03,399"
358,2012 Maruti Swift Dzire,Manual,VDI BS IV Manual,"49,310 km",1st Owner,Diesel,Panipat,"₹3,68,699"
359,2013 Hyundai i10,Manual,SPORTZ 1.2 KAPPA2 Manual,"32,136 km",1st Owner,Petrol,Panipat,"₹3,74,499"
360,2016 Maruti Alto 800,Manual,VXI Manual,"47,862 km",1st Owner,Petrol,Panipat,"₹3,19,099"
361,2014 Maruti Alto 800,Manual,LX Manual,"60,884 km",3rd Owner,Petrol,Panipat,"₹2,95,999"
362,2012 Maruti Swift Dzire,Manual,VDI BS IV Manual,"77,730 km",1st Owner,Diesel,Panipat,"₹4,36,399"
363,2019 Maruti Alto K10,Manual,VXI Manual,"18,134 km",1st Owner,Petrol,Panipat,"₹3,70,299"
364,2021 Maruti S PRESSO,Manual,VXI PLUS Manual,"1,839 km",1st Owner,Petrol,Panipat,"₹4,64,199"
365,2016 Renault Duster,Manual,RXL 85PS EXPLORE Manual,"30,814 km",1st Owner,Diesel,Panipat,"₹5,22,199"
366,2012 Honda City,Manual,V MT SUNROOF Manual,"21,306 km",1st Owner,Petrol,Panipat,"₹5,18,399"
367,2016 Maruti Alto K10,Manual,VXI AMT Manual,"15,471 km",1st Owner,Petrol,Panipat,"₹3,50,699"
368,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"8,579 km",1st Owner,Petrol,Panipat,"₹4,45,599"
369,2015 Maruti Swift,Manual,ZXI Manual,"39,708 km",1st Owner,Petrol,Panipat,"₹4,59,099"
370,2016 Hyundai Creta,Manual,1.6 SX (O) CRDI Manual,"55,835 km",1st Owner,Diesel,Panipat,"₹9,77,899"
371,2019 Tata Tiago,Manual,XT 1.2 REVOTRON Manual,"34,685 km",1st Owner,Petrol,Panipat,"₹4,50,299"
372,2019 Renault Kwid,Manual,RXL Manual,"13,458 km",1st Owner,Petrol,Panipat,"₹3,44,299"
373,2021 HYUNDAI NEW I20,Manual,MAGNA 1.2 MT Manual,"1,026 km",1st Owner,Petrol,Panipat,"₹7,34,799"
374,2014 Renault Duster,Manual,85 PS RXE DIESEL ADVENTURE Manual,"89,243 km",1st Owner,Diesel,Panipat,"₹4,93,499"
375,2011 Hyundai i20,Manual,MAGNA O 1.2 Manual,"44,007 km",1st Owner,Petrol,Panipat,"₹2,58,999"
376,2011 Hyundai i10,Manual,ERA 1.1 IRDE Manual,"55,623 km",1st Owner,Petrol,Panipat,"₹1,88,799"
377,2016 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"26,951 km",1st Owner,Petrol,Panipat,"₹4,15,399"
378,2009 Maruti Wagon R,Manual,LXI MINOR Manual,"36,035 km",1st Owner,Petrol,Panipat,"₹1,48,199"
379,2016 Maruti Ciaz,Manual,VDI+ SHVS Manual,"41,484 km",1st Owner,Diesel,Panipat,"₹5,48,199"
380,2020 Maruti Alto,Manual,LXI Manual,"19,593 km",1st Owner,Petrol + CNG,Panipat,"₹3,54,799"
381,2014 Nissan Terrano,Manual,XL PLUS 85 PS DEISEL Manual,"53,750 km",1st Owner,Diesel,Panipat,"₹4,47,599"
382,2015 Mahindra Scorpio,Manual,S8 Manual,"60,362 km",2nd Owner,Diesel,Panipat,"₹8,24,599"
383,2015 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"31,359 km",1st Owner,Petrol,Panipat,"₹4,67,199"
384,2009 Maruti Alto,Manual,LXI Manual,"1,19,227 km",1st Owner,Petrol,Panipat,"₹1,26,399"
385,2016 Volkswagen Vento,Manual,COMFORTLINE MT PETROL Manual,"19,369 km",1st Owner,Petrol,Panipat,"₹5,93,799"
386,2017 Honda WR-V,Manual,1.5 i-DTEC S MT Manual,"79,597 km",1st Owner,Diesel,Panipat,"₹5,61,099"
387,2013 Maruti Ertiga,Manual,ZXI Manual,"30,598 km",1st Owner,Petrol,Panipat,"₹4,86,999"
388,2010 Honda City,Manual,S MT PETROL Manual,"47,405 km",1st Owner,Petrol,Panipat,"₹3,68,099"
389,2016 Maruti S Cross,Manual,ZETA 1.3 Manual,"71,401 km",1st Owner,Diesel,Panipat,"₹4,86,099"
390,2009 Maruti Ritz,Manual,VXI Manual,"1,19,824 km",1st Owner,Petrol,Panipat,"₹1,69,099"
391,2014 Maruti Ertiga,Manual,VDI ABS Manual,"78,074 km",1st Owner,Diesel,Panipat,"₹4,36,499"
392,2016 Hyundai Creta,Manual,1.6 BASE Manual,"91,156 km",1st Owner,Petrol + CNG,Panipat,"₹6,54,399"
393,2013 Hyundai Eon,Manual,D LITE PLUS Manual,"1,06,269 km",1st Owner,Petrol,Panipat,"₹1,93,699"
394,2013 Hyundai Verna,Manual,FLUIDIC 1.6 SX CRDI OPT Manual,"53,517 km",1st Owner,Diesel,Panipat,"₹4,96,699"
395,2014 Maruti Swift Dzire,Manual,LDI BS IV Manual,"1,18,729 km",2nd Owner,Diesel,Panipat,"₹3,30,299"
396,2015 Maruti Swift,Manual,LXI OPT Manual,"56,109 km",1st Owner,Petrol,Panipat,"₹3,85,399"
397,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"38,906 km",1st Owner,Petrol,Panipat,"₹3,80,399"
398,2012 Honda City,Manual,1.5 E MT PETROL Manual,"62,729 km",1st Owner,Petrol,Panipat,"₹3,92,899"
399,2016 Maruti Swift,Manual,LXI OPT Manual,"58,534 km",1st Owner,Petrol,Panipat,"₹3,87,599"
400,2016 Maruti Swift,Manual,LXI OPT Manual,"23,746 km",1st Owner,Petrol,Panipat,"₹4,10,899"
401,2018 Tata Tiago,Manual,XT 1.2 REVOTRON Manual,"32,270 km",2nd Owner,Petrol,Panipat,"₹3,68,599"
402,2014 Maruti Swift Dzire,Manual,VDI BS IV Manual,"87,119 km",1st Owner,Diesel,Panipat,"₹4,12,199"
403,2009 Maruti Alto,Manual,LXI Manual,"55,752 km",1st Owner,Petrol,Panipat,"₹1,40,299"
404,2015 Toyota Etios,Manual,VD 1.4 Manual,"62,623 km",1st Owner,Diesel,Panipat,"₹4,96,099"
405,2016 Maruti S Cross,Manual,ALPHA 1.3 Manual,"1,31,887 km",1st Owner,Diesel,Panipat,"₹6,25,899"
406,2019 Hyundai Elite i20,Manual,1.2 MAGNA PLUS VTVT Manual,"21,556 km",1st Owner,Petrol,Panipat,"₹5,60,499"
407,2015 Maruti Swift,Manual,VDI ABS Manual,"1,64,520 km",1st Owner,Diesel,Panipat,"₹4,05,199"
408,2018 Volkswagen Polo,Manual,COMFORTLINE 1.0 PETROL Manual,"23,826 km",1st Owner,Petrol,Panipat,"₹5,11,299"
409,2015 Maruti Celerio,Automatic,VXI AMT Automatic,"40,994 km",2nd Owner,Petrol,Panipat,"₹3,62,199"
410,2019 Tata NEXON,Manual,XM 1.2 Manual,"31,201 km",1st Owner,Petrol,Panipat,"₹6,46,699"
411,2012 Maruti Swift,Manual,ZXI Manual,"70,572 km",1st Owner,Petrol,Panipat,"₹4,46,999"
412,2013 Maruti Swift,Manual,VDI Manual,"45,868 km",1st Owner,Diesel,Panipat,"₹3,41,999"
413,2013 Volkswagen Vento,Manual,HIGHLINE DIESEL Manual,"61,418 km",1st Owner,Diesel,Panipat,"₹2,93,999"
414,2016 Maruti Ciaz,Manual,VXI PLUS Manual,"32,386 km",1st Owner,Petrol,Panipat,"₹6,17,399"
415,2016 Maruti Swift,Manual,ZDI Manual,"57,783 km",2nd Owner,Diesel,Panipat,"₹4,62,299"
416,2017 Maruti Dzire,Manual,VDI Manual,"71,701 km",1st Owner,Diesel,Panipat,"₹5,25,899"
417,2014 Maruti Swift,Manual,VDI ABS Manual,"61,013 km",1st Owner,Diesel,Panipat,"₹3,70,399"
418,2014 Maruti Swift,Manual,VDI Manual,"1,58,233 km",1st Owner,Diesel,Panipat,"₹3,39,099"
419,2016 Maruti Celerio,Manual,VXI Manual,"17,543 km",1st Owner,Petrol,Panipat,"₹3,94,499"
420,2018 Renault Kwid,Manual,RXL Manual,"25,688 km",1st Owner,Petrol,Panipat,"₹3,12,899"
421,2017 Maruti Ciaz,Manual,VDI+ SHVS Manual,"1,07,013 km",1st Owner,Diesel,Panipat,"₹5,35,599"
422,2014 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"60,697 km",1st Owner,Petrol,Panipat,"₹3,33,199"
423,2018 Hyundai Creta,,1.4 E PLUS CRDI,"32,387 km",1st Owner,Diesel,Panipat,"₹9,22,199"
424,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"1,31,691 km",1st Owner,Petrol,Panipat,"₹3,30,199"
425,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"55,482 km",1st Owner,Petrol,Panipat,"₹3,49,999"
